industry,job_title,company_name,company_tier,location,base_salary,bonus_val,equity_val,signing_bonus,working_hours,years_exp,promotion_chance,remote_status
6,Finance,Junior Quant Researcher,Citadel,Hedge Fund,Chicago IL,145000,95000,0,30000,75,2,High,Onsite
7,Technology,Frontend Engineer,Webflow,Startup,San Francisco CA,118000,12000,35000,15000,44,2,High,Remote
8,Logistics,Supply Chain Coordinator,UPS,Public,Louisville KY,54000,4500,0,3000,40,1,Low,Onsite
9,Technology,Junior ML Engineer,OpenAI,Startup,San Francisco CA,148000,20000,80000,25000,50,2,High,Hybrid
10,Finance,Investment Banking Analyst,Morgan Stanley,Public,New York NY,110000,55000,0,15000,80,2,High,Onsite
11,Marketing,Junior Copywriter,Ogilvy,Private,New York NY,58000,5000,0,3000,42,1,Medium,Hybrid
12,Engineering,Junior Mechanical Engineer,Caterpillar,Public,Peoria IL,68000,5500,0,5000,42,2,Medium,Onsite
13,Technology,Junior DevOps Engineer,Cloudflare,Public,Austin TX,98000,9000,12000,10000,43,1,High,Remote
14,Finance,Equity Research Analyst,JPMorgan Chase,Public,New York NY,105000,32000,0,12000,65,2,High,Hybrid
15,Healthcare,Junior Pharmacist,CVS Health,Public,Phoenix AZ,108000,8000,0,8000,42,1,Low,Onsite
16,Technology,Junior Product Manager,Airbnb,Public,San Francisco CA,125000,18000,30000,18000,45,2,High,Hybrid
17,Legal,Paralegal,Skadden Arps,Private,New York NY,65000,6000,0,5000,50,2,Medium,Onsite
18,Technology,Junior Backend Engineer,Stripe,Startup,San Francisco CA,140000,16000,55000,20000,46,2,High,Remote
19,Manufacturing,Quality Control Technician,3M,Public,Minneapolis MN,56000,3500,0,2500,40,1,Low,Onsite
20,Finance,Junior Risk Analyst,Wells Fargo,Public,Charlotte NC,72000,9000,0,6000,43,1,Medium,Hybrid
21,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,138000,17000,28000,20000,45,2,High,Onsite
22,Consulting,Junior Consultant,McKinsey,Private,Chicago IL,95000,22000,0,10000,60,1,High,Hybrid
23,Technology,Junior Data Engineer,Snowflake,Public,San Mateo CA,125000,13000,40000,18000,44,2,High,Remote
24,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,9000,0,8000,42,2,Medium,Onsite
25,Aerospace,Junior Systems Engineer,SpaceX,Private,Hawthorne CA,95000,8000,25000,10000,55,2,High,Onsite
26,Finance,Junior Trader,Jane Street,Private,New York NY,130000,90000,0,25000,65,2,High,Onsite
27,Technology,Junior Security Engineer,Palo Alto Networks,Public,Santa Clara CA,118000,12000,22000,15000,44,2,High,Hybrid
28,Retail,Store Operations Analyst,Target,Public,Minneapolis MN,55000,4000,0,3000,40,1,Medium,Onsite
29,Technology,Junior AI Researcher,Anthropic,Startup,San Francisco CA,155000,22000,90000,30000,48,2,High,Hybrid
30,Real Estate,Junior Property Analyst,CBRE,Public,Dallas TX,62000,7000,0,5000,41,1,Medium,Hybrid
31,Healthcare,Clinical Research Coordinator,Pfizer,Public,New York NY,68000,6000,0,5000,42,2,Medium,Onsite
32,Technology,Junior QA Engineer,Atlassian,Public,Austin TX,88000,8000,15000,8000,42,1,Medium,Remote
33,Finance,Junior Compliance Officer,BlackRock,Public,New York NY,85000,11000,0,8000,44,2,Medium,Hybrid
34,Engineering,Junior Civil Engineer,AECOM,Public,Denver CO,70000,5500,0,5000,40,1,Medium,Onsite
35,Media,Junior Video Producer,Netflix,Public,Los Angeles CA,82000,9000,8000,7000,44,2,Medium,Hybrid
36,Technology,Mid-Level Software Engineer,Google,Public,San Francisco CA,195000,40000,120000,30000,45,5,High,Hybrid
37,Finance,Senior Quant Trader,Two Sigma,Hedge Fund,New York NY,280000,320000,0,75000,70,7,Medium,Onsite
38,Consulting,Senior Consultant,Bain,Private,Boston MA,165000,55000,0,20000,60,6,High,Hybrid
39,Technology,Senior ML Engineer,DeepMind,Public,London UK,175000,35000,80000,25000,47,6,High,Hybrid
40,Healthcare,Senior Clinical Data Manager,Moderna,Public,Cambridge MA,130000,18000,25000,15000,43,5,Medium,Hybrid
41,Technology,Senior Product Manager,Uber,Public,San Francisco CA,210000,60000,95000,35000,47,7,High,Hybrid
42,Finance,Senior Investment Analyst,Bridgewater,Hedge Fund,Westport CT,195000,140000,0,40000,65,6,Medium,Onsite
43,Engineering,Senior Electrical Engineer,Intel,Public,Santa Clara CA,165000,25000,35000,20000,44,6,Medium,Onsite
44,Aerospace,Senior Propulsion Engineer,Blue Origin,Private,Kent WA,158000,22000,45000,20000,50,7,Medium,Onsite
45,Legal,Senior Corporate Attorney,Sullivan Cromwell,Private,New York NY,285000,80000,0,50000,65,8,Low,Onsite
46,Technology,Senior Data Scientist,Palantir,Public,New York NY,185000,45000,60000,25000,46,5,High,Hybrid
47,Technology,Senior Site Reliability Engineer,Amazon,Public,Seattle WA,198000,48000,110000,30000,46,6,Medium,Hybrid
48,Marketing,Senior Growth Manager,HubSpot,Public,Boston MA,125000,28000,20000,15000,43,5,High,Remote
49,Finance,Senior Risk Manager,Citigroup,Public,New York NY,175000,65000,0,25000,50,7,Medium,Hybrid
50,Technology,Chief Technology Officer,Scale AI,Startup,San Francisco CA,310000,120000,1800000,100000,55,15,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,110000,72000,15000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,18000,45000,15000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Columbus OH,52000,6000,0,3000,40,1,Medium,Onsite
4,Technology,Junior Data Analyst,Startup Analytics Co,Seed,Austin TX,68000,5000,28000,5000,43,1,High,Remote
5,Healthcare,Junior Clinical Research Associate,Pfizer,Public,New York NY,72000,8000,5000,7000,40,2,Medium,Onsite
6,Technology,Junior Frontend Developer,Shopify,Public,Remote,88000,10000,12000,8000,40,1,High,Remote
7,Finance,Junior Investment Banking Analyst,Goldman Sachs,Public,New York NY,110000,45000,8000,25000,80,2,High,Onsite
8,Engineering,Junior Mechanical Engineer,General Motors,Public,Detroit MI,68000,5000,3000,4000,42,1,Medium,Onsite
9,Technology,Junior Machine Learning Engineer,OpenAI,Private,San Francisco CA,145000,22000,85000,20000,45,2,High,Hybrid
10,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,54000,4000,2000,3000,40,1,Medium,Hybrid
11,Finance,Junior Equity Research Analyst,Morgan Stanley,Public,New York NY,95000,28000,6000,15000,65,2,High,Onsite
12,Technology,Junior DevOps Engineer,Stripe,Private,San Francisco CA,128000,15000,52000,18000,42,2,High,Hybrid
13,Consulting,Junior Management Consultant,McKinsey,Private,Chicago IL,95000,18000,0,25000,55,1,High,Hybrid
14,Engineering,Junior Civil Engineer,AECOM,Public,Dallas TX,62000,4000,2000,3000,40,1,Low,Onsite
15,Healthcare,Junior Biostatistician,Johnson and Johnson,Public,New Brunswick NJ,78000,9000,4000,8000,40,2,Medium,Hybrid
16,Technology,Junior Product Manager,Airbnb,Public,San Francisco CA,118000,16000,38000,15000,45,2,High,Hybrid
17,Finance,Junior Risk Analyst,JPMorgan Chase,Public,New York NY,88000,20000,5000,12000,50,1,Medium,Hybrid
18,Media,Junior UX Designer,Netflix,Public,Los Angeles CA,105000,12000,18000,10000,40,2,High,Hybrid
19,Engineering,Junior Electrical Engineer,Texas Instruments,Public,Dallas TX,75000,7000,4000,5000,40,2,Medium,Onsite
20,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,82000,9000,14000,7000,42,1,High,Remote
21,Logistics,Junior Supply Chain Analyst,Amazon,Public,Seattle WA,78000,8000,12000,7000,42,1,Medium,Hybrid
22,Finance,Junior Compliance Officer,Fidelity Investments,Public,Boston MA,72000,8000,3000,6000,40,1,Medium,Hybrid
23,Technology,Junior Backend Engineer,Snowflake,Public,San Francisco CA,132000,17000,48000,18000,43,2,High,Hybrid
24,Real Estate,Junior Real Estate Analyst,CBRE,Public,New York NY,72000,10000,2000,5000,45,1,Medium,Onsite
25,Healthcare,Junior Pharmacovigilance Specialist,Merck,Public,Rahway NJ,68000,7000,3000,5000,40,1,Low,Hybrid
26,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,138000,20000,40000,20000,42,2,High,Onsite
27,Finance,Junior Credit Analyst,Wells Fargo,Public,Charlotte NC,62000,7000,2000,5000,40,1,Medium,Hybrid
28,Engineering,Junior Aerospace Engineer,Lockheed Martin,Public,Fort Worth TX,78000,8000,5000,6000,40,2,Medium,Onsite
29,Technology,Junior Data Engineer,Databricks,Private,San Francisco CA,130000,16000,60000,17000,43,1,High,Hybrid
30,Marketing,Junior Digital Marketing Specialist,HubSpot,Public,Boston MA,58000,5000,8000,4000,40,1,Medium,Remote
31,Finance,Junior Derivatives Trader,Jane Street,Private,New York NY,120000,95000,20000,30000,60,2,High,Onsite
32,Technology,Junior Cloud Engineer,Google,Public,New York NY,140000,19000,50000,20000,42,2,High,Hybrid
33,Manufacturing,Junior Process Engineer,3M,Public,Saint Paul MN,66000,5000,3000,4000,40,1,Low,Onsite
34,Technology,Junior AI Research Assistant,Anthropic,Private,San Francisco CA,148000,24000,90000,22000,45,2,High,Hybrid
35,Mid,Senior Software Engineer,Uber,Public,San Francisco CA,195000,40000,75000,30000,45,7,Medium,Hybrid
36,Finance,Senior Quantitative Researcher,Two Sigma,Private,New York NY,210000,180000,85000,50000,55,8,Medium,Onsite
37,Technology,Senior Data Scientist,Palantir,Public,New York NY,175000,35000,55000,25000,47,6,Medium,Hybrid
38,Healthcare,Senior Clinical Data Manager,AstraZeneca,Public,Boston MA,125000,18000,10000,15000,42,7,Low,Hybrid
39,Consulting,Senior Strategy Consultant,Boston Consulting Group,Private,Chicago IL,165000,55000,0,30000,58,6,High,Hybrid
40,Technology,Senior Machine Learning Engineer,DeepMind,Private,San Francisco CA,230000,55000,140000,40000,47,8,High,Hybrid
41,Finance,Senior Investment Analyst,Blackstone,Public,New York NY,170000,110000,40000,35000,60,7,Medium,Onsite
42,Engineering,Senior Systems Engineer,SpaceX,Private,Hawthorne CA,145000,22000,95000,18000,55,6,Low,Onsite
43,Technology,Senior Product Manager,Salesforce,Public,San Francisco CA,185000,38000,65000,28000,44,7,Medium,Hybrid
44,Finance,Senior Risk Manager,Citadel,Public,Chicago IL,190000,130000,55000,40000,52,9,Low,Onsite
45,Technology,Senior Security Engineer,Palo Alto Networks,Public,Santa Clara CA,200000,42000,70000,30000,44,8,Medium,Remote
46,Real Estate,Senior Acquisitions Manager,Brookfield Asset Management,Public,New York NY,155000,45000,20000,20000,48,7,Medium,Onsite
47,Healthcare,Senior Biomedical Data Scientist,Moderna,Public,Boston MA,148000,25000,30000,20000,43,6,Medium,Hybrid
48,Marketing,Senior Growth Marketing Manager,Duolingo,Public,Pittsburgh PA,118000,22000,35000,15000,42,6,Medium,Remote
49,Manufacturing,Senior Reliability Engineer,Caterpillar,Public,Peoria IL,108000,14000,8000,10000,42,7,Low,Onsite
50,Technology,Chief Technology Officer,Scale AI,Private,San Francisco CA,310000,185000,2800000,100000,55,18,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,115000,72000,15000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,18000,45000,15000,42,1,High,Hybrid
3,Finance,Accounting Associate,Deloitte,Public,Cleveland OH,58000,7000,0,5000,40,1,Medium,Onsite
4,Technology,Junior Data Scientist,DataBricks,Late-Stage Startup,San Francisco CA,128000,16000,38000,12000,43,2,High,Hybrid
5,Healthcare,Medical Billing Specialist,Cleveland Clinic,Public,Cleveland OH,46000,3500,0,3000,40,1,Low,Onsite
6,Finance,Junior Equity Analyst,Goldman Sachs,Public,New York NY,105000,58000,5000,18000,60,2,High,Onsite
7,Technology,Junior Frontend Engineer,Stripe,Late-Stage Startup,San Francisco CA,130000,14000,42000,12000,42,1,High,Hybrid
8,Manufacturing,Junior Process Engineer,Caterpillar,Public,Peoria IL,72000,6500,2000,5000,42,2,Medium,Onsite
9,Technology,Entry-Level DevOps Engineer,Amazon,Public,Seattle WA,118000,14000,32000,15000,43,1,High,Hybrid
10,Finance,Junior Trader,Jane Street,Private,New York NY,125000,95000,8000,25000,58,2,High,Onsite
11,Aerospace,Junior Systems Engineer,Boeing,Public,Seattle WA,88000,7500,3000,8000,42,2,Medium,Onsite
12,Technology,Junior Machine Learning Engineer,OpenAI,Late-Stage Startup,San Francisco CA,148000,22000,75000,20000,45,2,High,Hybrid
13,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,58000,5200,1500,4000,40,1,Medium,Hybrid
14,Finance,Audit Associate,PwC,Public,Chicago IL,68000,8000,0,6000,45,1,Medium,Hybrid
15,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,92000,11000,4000,10000,43,3,Medium,Onsite
16,Technology,Junior Backend Engineer,Lyft,Public,San Francisco CA,125000,13000,22000,12000,42,1,High,Hybrid
17,Healthcare,Entry-Level Data Analyst,Anthem,Public,Indianapolis IN,62000,5000,500,4000,40,1,Medium,Remote
18,Logistics,Junior Supply Chain Analyst,FedEx,Public,Memphis TN,61000,5500,1000,4500,40,2,Medium,Hybrid
19,Finance,Junior Risk Analyst,JPMorgan Chase,Public,New York NY,95000,38000,3000,12000,52,2,High,Onsite
20,Technology,Entry-Level QA Engineer,Salesforce,Public,San Francisco CA,105000,10000,18000,10000,40,1,Medium,Remote
21,Defense,Junior Systems Engineer,Lockheed Martin,Public,Fort Worth TX,85000,8000,2500,7000,43,2,Medium,Onsite
22,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,132000,16000,35000,15000,43,2,High,Hybrid
23,Finance,Junior Credit Analyst,Wells Fargo,Public,Charlotte NC,72000,9000,1500,6000,42,2,Medium,Hybrid
24,Biotech,Junior Research Scientist,Moderna,Public,Boston MA,92000,10000,12000,10000,43,2,High,Hybrid
25,Technology,Entry-Level Data Engineer,Snowflake,Public,San Mateo CA,122000,13000,28000,12000,42,1,High,Remote
26,Real Estate,Junior Financial Analyst,CBRE,Public,Dallas TX,68000,9000,1000,5500,42,2,Medium,Hybrid
27,Finance,Junior Quant Researcher,Two Sigma,Private,New York NY,130000,85000,20000,30000,58,2,High,Onsite
28,Technology,Junior Cloud Engineer,Microsoft,Public,Seattle WA,120000,13000,30000,14000,42,1,High,Remote
29,Media,Entry-Level Content Analyst,Netflix,Public,Los Angeles CA,95000,9000,8000,8000,40,2,Medium,Hybrid
30,Manufacturing,Junior Mechanical Engineer,General Motors,Public,Detroit MI,74000,6000,1500,6000,42,2,Medium,Onsite
31,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,98000,9500,14000,10000,42,2,High,Remote
32,Consulting,Junior Management Consultant,McKinsey,Private,New York NY,100000,22000,0,15000,55,2,High,Hybrid
33,Finance,Junior Actuarial Analyst,Prudential,Public,Newark NJ,78000,9000,2000,7000,40,1,High,Hybrid
34,Technology,Associate Product Manager,Google,Public,San Francisco CA,138000,20000,55000,18000,43,2,High,Hybrid
35,Technology,Mid-Level Software Engineer,Airbnb,Public,San Francisco CA,175000,28000,48000,20000,43,5,Medium,Hybrid
36,Finance,Senior Quantitative Analyst,Citadel,Public,Chicago IL,195000,145000,35000,40000,58,7,Medium,Onsite
37,Technology,Senior Machine Learning Engineer,Anthropic,Late-Stage Startup,San Francisco CA,210000,38000,120000,30000,46,6,High,Hybrid
38,Healthcare,Senior Data Scientist,UnitedHealth Group,Public,Minneapolis MN,145000,20000,8000,15000,42,6,Medium,Remote
39,Consulting,Senior Management Consultant,Boston Consulting Group,Private,Chicago IL,165000,45000,0,20000,55,6,High,Hybrid
40,Finance,Senior Risk Manager,Morgan Stanley,Public,New York NY,175000,95000,12000,25000,52,8,Medium,Onsite
41,Technology,Senior Backend Engineer,Uber,Public,San Francisco CA,195000,30000,52000,25000,43,7,High,Remote
42,Biotech,Senior Research Scientist,Genentech,Public,South San Francisco CA,162000,22000,20000,18000,43,7,Medium,Onsite
43,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,148000,19000,8000,15000,43,8,Medium,Onsite
44,Defense,Senior Systems Architect,Raytheon,Public,Tucson AZ,155000,16000,6000,14000,43,8,Low,Onsite
45,Finance,Senior Equity Trader,Jane Street,Private,New York NY,185000,175000,30000,50000,60,8,Medium,Onsite
46,Technology,Staff Data Scientist,LinkedIn,Public,Sunnyvale CA,205000,35000,65000,28000,43,8,High,Hybrid
47,Finance,Senior Actuarial Manager,MetLife,Public,New York NY,145000,22000,6000,14000,43,9,Medium,Hybrid
48,Technology,Senior Product Manager,Spotify,Public,New York NY,170000,28000,30000,22000,43,7,High,Remote
49,Consulting,Senior Strategy Analyst,Bain & Company,Private,Boston MA,160000,42000,0,18000,55,6,High,Hybrid
50,Finance,Chief Investment Officer,BlackRock,Public,New York NY,420000,380000,250000,100000,50,22,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Tier1,New York City,125000,87500,15000,20000,60,1,Medium,Onsite
2,Technology,Junior Software Engineer,Meta,Tier1,San Francisco,135000,20250,45000,15000,45,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Tier2,Chicago,58000,6960,0,5000,42,1,Medium,Hybrid
4,Technology,Junior Data Analyst,DataStack AI,Startup,Austin,72000,7200,28000,8000,44,1,High,Remote
5,Healthcare,Medical Coder,HCA Healthcare,Tier2,Nashville,48000,3840,0,3000,40,0,Low,Onsite
6,Technology,Junior Frontend Developer,Shopify,Tier2,Toronto,78000,7800,12000,7000,42,2,Medium,Remote
7,Finance,Junior Investment Banking Analyst,Goldman Sachs,Tier1,New York City,110000,77000,5000,25000,80,1,High,Onsite
8,Logistics,Junior Supply Chain Analyst,UPS,Tier2,Louisville,54000,5400,0,4000,42,1,Medium,Hybrid
9,Technology,Junior Machine Learning Engineer,OpenAI,Tier1,San Francisco,145000,29000,80000,20000,50,2,High,Hybrid
10,Retail,Junior Merchandising Analyst,Target,Tier2,Minneapolis,52000,4160,0,3500,40,1,Medium,Hybrid
11,Finance,Junior Equity Research Analyst,Morgan Stanley,Tier1,New York City,95000,47500,0,15000,65,1,High,Onsite
12,Energy,Junior Petroleum Engineer,ExxonMobil,Tier2,Houston,88000,13200,0,10000,45,2,Medium,Onsite
13,Technology,Junior DevOps Engineer,Cloudflare,Tier2,Austin,92000,9200,18000,10000,43,1,High,Remote
14,Manufacturing,Junior Process Engineer,Boeing,Tier2,Seattle,82000,8200,0,8000,42,2,Medium,Onsite
15,Healthcare,Junior Clinical Data Analyst,Pfizer,Tier2,New York City,78000,7800,0,6000,42,1,Medium,Hybrid
16,Finance,Junior Risk Analyst,JPMorgan Chase,Tier1,New York City,90000,31500,0,12000,55,1,High,Hybrid
17,Technology,Junior iOS Developer,Snap Inc,Tier2,Los Angeles,105000,10500,20000,12000,44,2,Medium,Hybrid
18,Consulting,Junior Management Consultant,McKinsey,Tier1,Chicago,95000,19000,0,15000,65,2,High,Hybrid
19,Technology,Junior Backend Engineer,Stripe,Tier1,San Francisco,138000,20700,50000,18000,46,1,High,Remote
20,Real Estate,Junior Real Estate Analyst,CBRE,Tier2,Dallas,62000,7440,0,5000,42,1,Medium,Hybrid
21,Finance,Junior Trader,Jane Street,Tier1,New York City,130000,130000,10000,30000,70,2,High,Onsite
22,Defense,Junior Systems Engineer,Lockheed Martin,Tier2,Fort Worth,86000,8600,0,8000,43,3,Low,Onsite
23,Technology,Junior Data Engineer,Databricks,Startup,San Francisco,118000,11800,55000,13000,45,1,High,Hybrid
24,Media,Junior Content Strategist,BuzzFeed,Tier3,New York City,52000,2600,0,2000,40,1,Low,Remote
25,Healthcare,Junior Biostatistician,Johnson & Johnson,Tier2,Philadelphia,80000,8000,0,7000,42,2,Medium,Hybrid
26,Technology,Junior Cybersecurity Analyst,CrowdStrike,Tier2,Austin,88000,8800,15000,9000,43,1,High,Remote
27,Finance,Junior Credit Analyst,Wells Fargo,Tier2,Charlotte,68000,8160,0,6000,43,1,Medium,Hybrid
28,Agriculture,Junior Agronomist,Bayer CropScience,Tier2,St. Louis,58000,4640,0,4000,40,2,Low,Onsite
29,Technology,Junior QA Engineer,Atlassian,Tier2,Austin,82000,8200,14000,8000,40,1,Medium,Remote
30,Aerospace,Junior Propulsion Engineer,SpaceX,Tier2,Hawthorne,98000,9800,22000,10000,60,2,Medium,Onsite
